,Date,Survey,Borough,Measure,Proportion,MPS
7749,6/30/2022,PAS,Camden,Trust MPS,0.68,0.72
7750,6/30/2022,PAS,Croydon,Trust MPS,0.67,0.72
7751,6/30/2022,PAS,Ealing,Trust MPS,0.78,0.72
7752,6/30/2022,PAS,Enfield,Trust MPS,0.68,0.72
7753,6/30/2022,PAS,Greenwich,Trust MPS,0.68,0.72
7754,6/30/2022,PAS,Hackney,Trust MPS,0.67,0.72
7755,6/30/2022,PAS,Hammersmith and Fulham,Trust MPS,0.75,0.72
7756,6/30/2022,PAS,Haringey,Trust MPS,0.68,0.72
7757,6/30/2022,PAS,Harrow,Trust MPS,0.77,0.72
7758,6/30/2022,PAS,Havering,Trust MPS,0.79,0.72
7759,6/30/2022,PAS,Hillingdon,Trust MPS,0.8,0.72
7760,6/30/2022,PAS,Hounslow,Trust MPS,0.78,0.72
7761,6/30/2022,PAS,Islington,Trust MPS,0.63,0.72
7762,6/30/2022,PAS,Kensington and Chelsea,Trust MPS,0.78,0.72
7763,6/30/2022,PAS,Kingston upon Thames,Trust MPS,0.77,0.72
7764,6/30/2022,PAS,Lambeth,Trust MPS,0.58,0.72
7765,6/30/2022,PAS,Lewisham,Trust MPS,0.64,0.72
7766,6/30/2022,PAS,Merton,Trust MPS,0.75,0.72
7767,6/30/2022,PAS,Newham,Trust MPS,0.68,0.72
7768,6/30/2022,PAS,Redbridge,Trust MPS,0.72,0.72
7769,6/30/2022,PAS,Richmond upon Thames,Trust MPS,0.73,0.72
7770,6/30/2022,PAS,Southwark,Trust MPS,0.72,0.72
7771,6/30/2022,PAS,Sutton,Trust MPS,0.77,0.72
7772,6/30/2022,PAS,Tower Hamlets,Trust MPS,0.71,0.72
7773,6/30/2022,PAS,Waltham Forest,Trust MPS,0.7,0.72
7774,6/30/2022,PAS,Wandsworth,Trust MPS,0.73,0.72
7775,6/30/2022,PAS,City of Westminster,Trust MPS,0.77,0.72
7776,9/30/2022,PAS,Barking and Dagenham,"""Good Job"" local",0.5,0.5
7777,9/30/2022,PAS,Barnet,"""Good Job"" local",0.49,0.5
7778,9/30/2022,PAS,Bexley,"""Good Job"" local",0.5,0.5
7779,9/30/2022,PAS,Brent,"""Good Job"" local",0.54,0.5
7780,9/30/2022,PAS,Bromley,"""Good Job"" local",0.56,0.5
7781,9/30/2022,PAS,Camden,"""Good Job"" local",0.46,0.5
7782,9/30/2022,PAS,Croydon,"""Good Job"" local",0.38,0.5
7783,9/30/2022,PAS,Ealing,"""Good Job"" local",0.5,0.5
7784,9/30/2022,PAS,Enfield,"""Good Job"" local",0.44,0.5
7785,9/30/2022,PAS,Greenwich,"""Good Job"" local",0.45,0.5
7786,9/30/2022,PAS,Hackney,"""Good Job"" local",0.47,0.5
7787,9/30/2022,PAS,Hammersmith and Fulham,"""Good Job"" local",0.55,0.5
7788,9/30/2022,PAS,Haringey,"""Good Job"" local",0.5,0.5
7789,9/30/2022,PAS,Harrow,"""Good Job"" local",0.53,0.5
7790,9/30/2022,PAS,Havering,"""Good Job"" local",0.51,0.5
7791,9/30/2022,PAS,Hillingdon,"""Good Job"" local",0.58,0.5
7792,9/30/2022,PAS,Hounslow,"""Good Job"" local",0.55,0.5
7793,9/30/2022,PAS,Islington,"""Good Job"" local",0.47,0.5
7794,9/30/2022,PAS,Kensington and Chelsea,"""Good Job"" local",0.55,0.5
7795,9/30/2022,PAS,Kingston upon Thames,"""Good Job"" local",0.58,0.5
7796,9/30/2022,PAS,Lambeth,"""Good Job"" local",0.42,0.5
7797,9/30/2022,PAS,Lewisham,"""Good Job"" local",0.43,0.5
7798,9/30/2022,PAS,Merton,"""Good Job"" local",0.52,0.5
7799,9/30/2022,PAS,Newham,"""Good Job"" local",0.45,0.5
7800,9/30/2022,PAS,Redbridge,"""Good Job"" local",0.51,0.5
7801,9/30/2022,PAS,Richmond upon Thames,"""Good Job"" local",0.6,0.5
7802,9/30/2022,PAS,Southwark,"""Good Job"" local",0.54,0.5
7803,9/30/2022,PAS,Sutton,"""Good Job"" local",0.56,0.5
7804,9/30/2022,PAS,Tower Hamlets,"""Good Job"" local",0.46,0.5
7805,9/30/2022,PAS,Waltham Forest,"""Good Job"" local",0.4,0.5
7806,9/30/2022,PAS,Wandsworth,"""Good Job"" local",0.52,0.5
7807,9/30/2022,PAS,City of Westminster,"""Good Job"" local",0.53,0.5
7808,9/30/2022,PAS,Barking and Dagenham,Contact ward officer,0.22,0.23
7809,9/30/2022,PAS,Barnet,Contact ward officer,0.21,0.23
7810,9/30/2022,PAS,Bexley,Contact ward officer,0.28,0.23
7811,9/30/2022,PAS,Brent,Contact ward officer,0.19,0.23
7812,9/30/2022,PAS,Bromley,Contact ward officer,0.25,0.23
7813,9/30/2022,PAS,Camden,Contact ward officer,0.21,0.23
7814,9/30/2022,PAS,Croydon,Contact ward officer,0.26,0.23
7815,9/30/2022,PAS,Ealing,Contact ward officer,0.25,0.23
7816,9/30/2022,PAS,Enfield,Contact ward officer,0.27,0.23
7817,9/30/2022,PAS,Greenwich,Contact ward officer,0.28,0.23
7818,9/30/2022,PAS,Hackney,Contact ward officer,0.25,0.23
7819,9/30/2022,PAS,Hammersmith and Fulham,Contact ward officer,0.21,0.23
7820,9/30/2022,PAS,Haringey,Contact ward officer,0.23,0.23
7821,9/30/2022,PAS,Harrow,Contact ward officer,0.28,0.23
7822,9/30/2022,PAS,Havering,Contact ward officer,0.26,0.23
7823,9/30/2022,PAS,Hillingdon,Contact ward officer,0.27,0.23
7824,9/30/2022,PAS,Hounslow,Contact ward officer,0.2,0.23
7825,9/30/2022,PAS,Islington,Contact ward officer,0.23,0.23
7826,9/30/2022,PAS,Kensington and Chelsea,Contact ward officer,0.21,0.23
7827,9/30/2022,PAS,Kingston upon Thames,Contact ward officer,0.32,0.23
7828,9/30/2022,PAS,Lambeth,Contact ward officer,0.19,0.23
7829,9/30/2022,PAS,Lewisham,Contact ward officer,0.18,0.23
7830,9/30/2022,PAS,Merton,Contact ward officer,0.29,0.23
7831,9/30/2022,PAS,Newham,Contact ward officer,0.17,0.23
7832,9/30/2022,PAS,Redbridge,Contact ward officer,0.28,0.23
7833,9/30/2022,PAS,Richmond upon Thames,Contact ward officer,0.28,0.23
7834,9/30/2022,PAS,Southwark,Contact ward officer,0.21,0.23
7835,9/30/2022,PAS,Sutton,Contact ward officer,0.25,0.23
7836,9/30/2022,PAS,Tower Hamlets,Contact ward officer,0.22,0.23
7837,9/30/2022,PAS,Waltham Forest,Contact ward officer,0.24,0.23
7838,9/30/2022,PAS,Wandsworth,Contact ward officer,0.16,0.23
7839,9/30/2022,PAS,City of Westminster,Contact ward officer,0.18,0.23
7840,9/30/2022,PAS,Barking and Dagenham,Informed local,0.39,0.33
7841,9/30/2022,PAS,Barnet,Informed local,0.3,0.33
7842,9/30/2022,PAS,Bexley,Informed local,0.39,0.33
7843,9/30/2022,PAS,Brent,Informed local,0.3,0.33
7844,9/30/2022,PAS,Bromley,Informed local,0.33,0.33
7845,9/30/2022,PAS,Camden,Informed local,0.32,0.33
7846,9/30/2022,PAS,Croydon,Informed local,0.29,0.33
7847,9/30/2022,PAS,Ealing,Informed local,0.34,0.33
7848,9/30/2022,PAS,Enfield,Informed local,0.32,0.33
7849,9/30/2022,PAS,Greenwich,Informed local,0.3,0.33
7850,9/30/2022,PAS,Hackney,Informed local,0.36,0.33
7851,9/30/2022,PAS,Hammersmith and Fulham,Informed local,0.33,0.33
7852,9/30/2022,PAS,Haringey,Informed local,0.33,0.33
7853,9/30/2022,PAS,Harrow,Informed local,0.35,0.33
7854,9/30/2022,PAS,Havering,Informed local,0.41,0.33
7855,9/30/2022,PAS,Hillingdon,Informed local,0.38,0.33
7856,9/30/2022,PAS,Hounslow,Informed local,0.34,0.33
7857,9/30/2022,PAS,Islington,Informed local,0.32,0.33
7858,9/30/2022,PAS,Kensington and Chelsea,Informed local,0.32,0.33
7859,9/30/2022,PAS,Kingston upon Thames,Informed local,0.39,0.33
7860,9/30/2022,PAS,Lambeth,Informed local,0.3,0.33
7861,9/30/2022,PAS,Lewisham,Informed local,0.29,0.33
7862,9/30/2022,PAS,Merton,Informed local,0.38,0.33
7863,9/30/2022,PAS,Newham,Informed local,0.35,0.33
7864,9/30/2022,PAS,Redbridge,Informed local,0.35,0.33
7865,9/30/2022,PAS,Richmond upon Thames,Informed local,0.4,0.33
7866,9/30/2022,PAS,Southwark,Informed local,0.27,0.33
7867,9/30/2022,PAS,Sutton,Informed local,0.38,0.33
7868,9/30/2022,PAS,Tower Hamlets,Informed local,0.36,0.33
7869,9/30/2022,PAS,Waltham Forest,Informed local,0.32,0.33
7870,9/30/2022,PAS,Wandsworth,Informed local,0.31,0.33
7871,9/30/2022,PAS,City of Westminster,Informed local,0.3,0.33
7872,9/30/2022,PAS,Barking and Dagenham,Listen to concerns,0.64,0.61
7873,9/30/2022,PAS,Barnet,Listen to concerns,0.65,0.61
7874,9/30/2022,PAS,Bexley,Listen to concerns,0.59,0.61
7875,9/30/2022,PAS,Brent,Listen to concerns,0.65,0.61
7876,9/30/2022,PAS,Bromley,Listen to concerns,0.62,0.61
7877,9/30/2022,PAS,Camden,Listen to concerns,0.57,0.61
7878,9/30/2022,PAS,Croydon,Listen to concerns,0.54,0.61
7879,9/30/2022,PAS,Ealing,Listen to concerns,0.7,0.61
7880,9/30/2022,PAS,Enfield,Listen to concerns,0.6,0.61
7881,9/30/2022,PAS,Greenwich,Listen to concerns,0.62,0.61
7882,9/30/2022,PAS,Hackney,Listen to concerns,0.63,0.61
7883,9/30/2022,PAS,Hammersmith and Fulham,Listen to concerns,0.63,0.61
7884,9/30/2022,PAS,Haringey,Listen to concerns,0.53,0.61
7885,9/30/2022,PAS,Harrow,Listen to concerns,0.7,0.61
7886,9/30/2022,PAS,Havering,Listen to concerns,0.64,0.61
7887,9/30/2022,PAS,Hillingdon,Listen to concerns,0.74,0.61
7888,9/30/2022,PAS,Hounslow,Listen to concerns,0.63,0.61
7889,9/30/2022,PAS,Islington,Listen to concerns,0.55,0.61
7890,9/30/2022,PAS,Kensington and Chelsea,Listen to concerns,0.64,0.61
7891,9/30/2022,PAS,Kingston upon Thames,Listen to concerns,0.68,0.61
7892,9/30/2022,PAS,Lambeth,Listen to concerns,0.44,0.61
7893,9/30/2022,PAS,Lewisham,Listen to concerns,0.48,0.61
7894,9/30/2022,PAS,Merton,Listen to concerns,0.68,0.61
7895,9/30/2022,PAS,Newham,Listen to concerns,0.56,0.61
7896,9/30/2022,PAS,Redbridge,Listen to concerns,0.62,0.61
7897,9/30/2022,PAS,Richmond upon Thames,Listen to concerns,0.64,0.61
7898,9/30/2022,PAS,Southwark,Listen to concerns,0.61,0.61
7899,9/30/2022,PAS,Sutton,Listen to concerns,0.67,0.61
7900,9/30/2022,PAS,Tower Hamlets,Listen to concerns,0.57,0.61
7901,9/30/2022,PAS,Waltham Forest,Listen to concerns,0.57,0.61
7902,9/30/2022,PAS,Wandsworth,Listen to concerns,0.53,0.61
7903,9/30/2022,PAS,City of Westminster,Listen to concerns,0.62,0.61
7904,9/30/2022,PAS,Barking and Dagenham,Relied on to be there,0.62,0.58
7905,9/30/2022,PAS,Barnet,Relied on to be there,0.53,0.58
7906,9/30/2022,PAS,Bexley,Relied on to be there,0.58,0.58
7907,9/30/2022,PAS,Brent,Relied on to be there,0.63,0.58
7908,9/30/2022,PAS,Bromley,Relied on to be there,0.54,0.58
7909,9/30/2022,PAS,Camden,Relied on to be there,0.6,0.58
7910,9/30/2022,PAS,Croydon,Relied on to be there,0.53,0.58
7911,9/30/2022,PAS,Ealing,Relied on to be there,0.66,0.58
7912,9/30/2022,PAS,Enfield,Relied on to be there,0.56,0.58
7913,9/30/2022,PAS,Greenwich,Relied on to be there,0.53,0.58
7914,9/30/2022,PAS,Hackney,Relied on to be there,0.57,0.58
7915,9/30/2022,PAS,Hammersmith and Fulham,Relied on to be there,0.63,0.58
7916,9/30/2022,PAS,Haringey,Relied on to be there,0.51,0.58
7917,9/30/2022,PAS,Harrow,Relied on to be there,0.68,0.58
7918,9/30/2022,PAS,Havering,Relied on to be there,0.54,0.58
7919,9/30/2022,PAS,Hillingdon,Relied on to be there,0.71,0.58
7920,9/30/2022,PAS,Hounslow,Relied on to be there,0.62,0.58
7921,9/30/2022,PAS,Islington,Relied on to be there,0.57,0.58
7922,9/30/2022,PAS,Kensington and Chelsea,Relied on to be there,0.65,0.58
7923,9/30/2022,PAS,Kingston upon Thames,Relied on to be there,0.6,0.58
7924,9/30/2022,PAS,Lambeth,Relied on to be there,0.49,0.58
7925,9/30/2022,PAS,Lewisham,Relied on to be there,0.52,0.58
7926,9/30/2022,PAS,Merton,Relied on to be there,0.59,0.58
7927,9/30/2022,PAS,Newham,Relied on to be there,0.5,0.58
7928,9/30/2022,PAS,Redbridge,Relied on to be there,0.59,0.58
7929,9/30/2022,PAS,Richmond upon Thames,Relied on to be there,0.58,0.58
7930,9/30/2022,PAS,Southwark,Relied on to be there,0.59,0.58
7931,9/30/2022,PAS,Sutton,Relied on to be there,0.67,0.58
7932,9/30/2022,PAS,Tower Hamlets,Relied on to be there,0.6,0.58
7933,9/30/2022,PAS,Waltham Forest,Relied on to be there,0.59,0.58
7934,9/30/2022,PAS,Wandsworth,Relied on to be there,0.57,0.58
7935,9/30/2022,PAS,City of Westminster,Relied on to be there,0.59,0.58
7936,9/30/2022,PAS,Barking and Dagenham,Treat everyone fairly,0.71,0.62
7937,9/30/2022,PAS,Barnet,Treat everyone fairly,0.71,0.62
7938,9/30/2022,PAS,Bexley,Treat everyone fairly,0.68,0.62
7939,9/30/2022,PAS,Brent,Treat everyone fairly,0.71,0.62
7940,9/30/2022,PAS,Bromley,Treat everyone fairly,0.64,0.62
7941,9/30/2022,PAS,Camden,Treat everyone fairly,0.5,0.62
7942,9/30/2022,PAS,Croydon,Treat everyone fairly,0.57,0.62
7943,9/30/2022,PAS,Ealing,Treat everyone fairly,0.71,0.62
7944,9/30/2022,PAS,Enfield,Treat everyone fairly,0.61,0.62
7945,9/30/2022,PAS,Greenwich,Treat everyone fairly,0.6,0.62
7946,9/30/2022,PAS,Hackney,Treat everyone fairly,0.56,0.62
7947,9/30/2022,PAS,Hammersmith and Fulham,Treat everyone fairly,0.61,0.62
7948,9/30/2022,PAS,Haringey,Treat everyone fairly,0.53,0.62
7949,9/30/2022,PAS,Harrow,Treat everyone fairly,0.74,0.62
7950,9/30/2022,PAS,Havering,Treat everyone fairly,0.7,0.62
7951,9/30/2022,PAS,Hillingdon,Treat everyone fairly,0.83,0.62
7952,9/30/2022,PAS,Hounslow,Treat everyone fairly,0.71,0.62
7953,9/30/2022,PAS,Islington,Treat everyone fairly,0.48,0.62
7954,9/30/2022,PAS,Kensington and Chelsea,Treat everyone fairly,0.66,0.62
7955,9/30/2022,PAS,Kingston upon Thames,Treat everyone fairly,0.71,0.62
7956,9/30/2022,PAS,Lambeth,Treat everyone fairly,0.39,0.62
7957,9/30/2022,PAS,Lewisham,Treat everyone fairly,0.53,0.62
7958,9/30/2022,PAS,Merton,Treat everyone fairly,0.65,0.62
7959,9/30/2022,PAS,Newham,Treat everyone fairly,0.56,0.62
7960,9/30/2022,PAS,Redbridge,Treat everyone fairly,0.68,0.62
7961,9/30/2022,PAS,Richmond upon Thames,Treat everyone fairly,0.66,0.62
7962,9/30/2022,PAS,Southwark,Treat everyone fairly,0.53,0.62
7963,9/30/2022,PAS,Sutton,Treat everyone fairly,0.76,0.62
7964,9/30/2022,PAS,Tower Hamlets,Treat everyone fairly,0.57,0.62
7965,9/30/2022,PAS,Waltham Forest,Treat everyone fairly,0.55,0.62
7966,9/30/2022,PAS,Wandsworth,Treat everyone fairly,0.55,0.62
7967,9/30/2022,PAS,City of Westminster,Treat everyone fairly,0.58,0.62
7968,9/30/2022,PAS,Barking and Dagenham,Understand issues,0.66,0.6
7969,9/30/2022,PAS,Barnet,Understand issues,0.59,0.6
7970,9/30/2022,PAS,Bexley,Understand issues,0.63,0.6
7971,9/30/2022,PAS,Brent,Understand issues,0.63,0.6
7972,9/30/2022,PAS,Bromley,Understand issues,0.61,0.6
7973,9/30/2022,PAS,Camden,Understand issues,0.59,0.6
7974,9/30/2022,PAS,Croydon,Understand issues,0.56,0.6
7975,9/30/2022,PAS,Ealing,Understand issues,0.67,0.6
7976,9/30/2022,PAS,Enfield,Understand issues,0.58,0.6
7977,9/30/2022,PAS,Greenwich,Understand issues,0.54,0.6
7978,9/30/2022,PAS,Hackney,Understand issues,0.59,0.6
7979,9/30/2022,PAS,Hammersmith and Fulham,Understand issues,0.61,0.6
7980,9/30/2022,PAS,Haringey,Understand issues,0.57,0.6
7981,9/30/2022,PAS,Harrow,Understand issues,0.64,0.6
7982,9/30/2022,PAS,Havering,Understand issues,0.61,0.6
7983,9/30/2022,PAS,Hillingdon,Understand issues,0.72,0.6
7984,9/30/2022,PAS,Hounslow,Understand issues,0.65,0.6
7985,9/30/2022,PAS,Islington,Understand issues,0.55,0.6
7986,9/30/2022,PAS,Kensington and Chelsea,Understand issues,0.6,0.6
7987,9/30/2022,PAS,Kingston upon Thames,Understand issues,0.67,0.6
7988,9/30/2022,PAS,Lambeth,Understand issues,0.43,0.6
7989,9/30/2022,PAS,Lewisham,Understand issues,0.51,0.6
7990,9/30/2022,PAS,Merton,Understand issues,0.64,0.6
7991,9/30/2022,PAS,Newham,Understand issues,0.65,0.6
7992,9/30/2022,PAS,Redbridge,Understand issues,0.63,0.6
7993,9/30/2022,PAS,Richmond upon Thames,Understand issues,0.64,0.6
7994,9/30/2022,PAS,Southwark,Understand issues,0.59,0.6
7995,9/30/2022,PAS,Sutton,Understand issues,0.65,0.6
7996,9/30/2022,PAS,Tower Hamlets,Understand issues,0.58,0.6
7997,9/30/2022,PAS,Waltham Forest,Understand issues,0.55,0.6
7998,9/30/2022,PAS,Wandsworth,Understand issues,0.55,0.6
7999,9/30/2022,PAS,City of Westminster,Understand issues,0.59,0.6
8000,9/30/2022,PAS,Barking and Dagenham,Trust MPS,0.77,0.71
8001,9/30/2022,PAS,Barnet,Trust MPS,0.74,0.71
8002,9/30/2022,PAS,Bexley,Trust MPS,0.74,0.71
8003,9/30/2022,PAS,Brent,Trust MPS,0.73,0.71
8004,9/30/2022,PAS,Bromley,Trust MPS,0.73,0.71
8005,9/30/2022,PAS,Camden,Trust MPS,0.66,0.71
8006,9/30/2022,PAS,Croydon,Trust MPS,0.67,0.71
8007,9/30/2022,PAS,Ealing,Trust MPS,0.77,0.71
8008,9/30/2022,PAS,Enfield,Trust MPS,0.67,0.71
8009,9/30/2022,PAS,Greenwich,Trust MPS,0.67,0.71
8010,9/30/2022,PAS,Hackney,Trust MPS,0.67,0.71
8011,9/30/2022,PAS,Hammersmith and Fulham,Trust MPS,0.74,0.71
8012,9/30/2022,PAS,Haringey,Trust MPS,0.67,0.71
8013,9/30/2022,PAS,Harrow,Trust MPS,0.78,0.71
8014,9/30/2022,PAS,Havering,Trust MPS,0.78,0.71
8015,9/30/2022,PAS,Hillingdon,Trust MPS,0.8,0.71
8016,9/30/2022,PAS,Hounslow,Trust MPS,0.79,0.71
8017,9/30/2022,PAS,Islington,Trust MPS,0.61,0.71
8018,9/30/2022,PAS,Kensington and Chelsea,Trust MPS,0.77,0.71
8019,9/30/2022,PAS,Kingston upon Thames,Trust MPS,0.78,0.71
8020,9/30/2022,PAS,Lambeth,Trust MPS,0.53,0.71
8021,9/30/2022,PAS,Lewisham,Trust MPS,0.65,0.71
8022,9/30/2022,PAS,Merton,Trust MPS,0.76,0.71
8023,9/30/2022,PAS,Newham,Trust MPS,0.67,0.71
8024,9/30/2022,PAS,Redbridge,Trust MPS,0.73,0.71
8025,9/30/2022,PAS,Richmond upon Thames,Trust MPS,0.74,0.71
8026,9/30/2022,PAS,Southwark,Trust MPS,0.73,0.71
8027,9/30/2022,PAS,Sutton,Trust MPS,0.77,0.71
8028,9/30/2022,PAS,Tower Hamlets,Trust MPS,0.68,0.71
8029,9/30/2022,PAS,Waltham Forest,Trust MPS,0.66,0.71
8030,9/30/2022,PAS,Wandsworth,Trust MPS,0.71,0.71
8031,9/30/2022,PAS,City of Westminster,Trust MPS,0.77,0.71
8032,12/31/2022,PAS,Barking and Dagenham,Trust MPS,0.73,0.71
8033,12/31/2022,PAS,Barnet,Trust MPS,0.76,0.71
8034,12/31/2022,PAS,Bexley,Trust MPS,0.73,0.71
8035,12/31/2022,PAS,Brent,Trust MPS,0.73,0.71
8036,12/31/2022,PAS,Bromley,Trust MPS,0.72,0.71
8037,12/31/2022,PAS,Camden,Trust MPS,0.68,0.71
8038,12/31/2022,PAS,Croydon,Trust MPS,0.62,0.71
8039,12/31/2022,PAS,Ealing,Trust MPS,0.76,0.71
8040,12/31/2022,PAS,Enfield,Trust MPS,0.7,0.71
8041,12/31/2022,PAS,Greenwich,Trust MPS,0.68,0.71
8042,12/31/2022,PAS,Hackney,Trust MPS,0.65,0.71
8043,12/31/2022,PAS,Hammersmith and Fulham,Trust MPS,0.69,0.71
8044,12/31/2022,PAS,Haringey,Trust MPS,0.67,0.71
8045,12/31/2022,PAS,Harrow,Trust MPS,0.79,0.71
8046,12/31/2022,PAS,Havering,Trust MPS,0.76,0.71
8047,12/31/2022,PAS,Hillingdon,Trust MPS,0.83,0.71
8048,12/31/2022,PAS,Hounslow,Trust MPS,0.75,0.71
8049,12/31/2022,PAS,Islington,Trust MPS,0.61,0.71
8050,12/31/2022,PAS,Kensington and Chelsea,Trust MPS,0.75,0.71
8051,12/31/2022,PAS,Kingston upon Thames,Trust MPS,0.76,0.71
8052,12/31/2022,PAS,Lambeth,Trust MPS,0.56,0.71
8053,12/31/2022,PAS,Lewisham,Trust MPS,0.64,0.71
8054,12/31/2022,PAS,Merton,Trust MPS,0.77,0.71
8055,12/31/2022,PAS,Newham,Trust MPS,0.7,0.71
8056,12/31/2022,PAS,Redbridge,Trust MPS,0.72,0.71
8057,12/31/2022,PAS,Richmond upon Thames,Trust MPS,0.71,0.71
8058,12/31/2022,PAS,Southwark,Trust MPS,0.66,0.71
8059,12/31/2022,PAS,Sutton,Trust MPS,0.8,0.71
8060,12/31/2022,PAS,Tower Hamlets,Trust MPS,0.68,0.71
8061,12/31/2022,PAS,Waltham Forest,Trust MPS,0.64,0.71
8062,12/31/2022,PAS,Wandsworth,Trust MPS,0.71,0.71
8063,12/31/2022,PAS,City of Westminster,Trust MPS,0.74,0.71
8064,12/31/2022,PAS,Barking and Dagenham,"""Good Job"" local",0.46,0.49
8065,12/31/2022,PAS,Barnet,"""Good Job"" local",0.49,0.49
8066,12/31/2022,PAS,Bexley,"""Good Job"" local",0.49,0.49
8067,12/31/2022,PAS,Brent,"""Good Job"" local",0.53,0.49
8068,12/31/2022,PAS,Bromley,"""Good Job"" local",0.55,0.49
8069,12/31/2022,PAS,Camden,"""Good Job"" local",0.41,0.49
8070,12/31/2022,PAS,Croydon,"""Good Job"" local",0.38,0.49
8071,12/31/2022,PAS,Ealing,"""Good Job"" local",0.52,0.49
8072,12/31/2022,PAS,Enfield,"""Good Job"" local",0.45,0.49
8073,12/31/2022,PAS,Greenwich,"""Good Job"" local",0.48,0.49
8074,12/31/2022,PAS,Hackney,"""Good Job"" local",0.45,0.49
8075,12/31/2022,PAS,Hammersmith and Fulham,"""Good Job"" local",0.5,0.49
8076,12/31/2022,PAS,Haringey,"""Good Job"" local",0.49,0.49
8077,12/31/2022,PAS,Harrow,"""Good Job"" local",0.59,0.49
8078,12/31/2022,PAS,Havering,"""Good Job"" local",0.54,0.49
8079,12/31/2022,PAS,Hillingdon,"""Good Job"" local",0.59,0.49
8080,12/31/2022,PAS,Hounslow,"""Good Job"" local",0.55,0.49
8081,12/31/2022,PAS,Islington,"""Good Job"" local",0.45,0.49
8082,12/31/2022,PAS,Kensington and Chelsea,"""Good Job"" local",0.55,0.49
8083,12/31/2022,PAS,Kingston upon Thames,"""Good Job"" local",0.53,0.49
8084,12/31/2022,PAS,Lambeth,"""Good Job"" local",0.44,0.49
8085,12/31/2022,PAS,Lewisham,"""Good Job"" local",0.39,0.49
8086,12/31/2022,PAS,Merton,"""Good Job"" local",0.53,0.49
8087,12/31/2022,PAS,Newham,"""Good Job"" local",0.45,0.49
8088,12/31/2022,PAS,Redbridge,"""Good Job"" local",0.46,0.49
8089,12/31/2022,PAS,Richmond upon Thames,"""Good Job"" local",0.54,0.49
8090,12/31/2022,PAS,Southwark,"""Good Job"" local",0.49,0.49
8091,12/31/2022,PAS,Sutton,"""Good Job"" local",0.52,0.49
8092,12/31/2022,PAS,Tower Hamlets,"""Good Job"" local",0.46,0.49
8093,12/31/2022,PAS,Waltham Forest,"""Good Job"" local",0.38,0.49
8094,12/31/2022,PAS,Wandsworth,"""Good Job"" local",0.51,0.49
8095,12/31/2022,PAS,City of Westminster,"""Good Job"" local",0.56,0.49
8096,12/31/2022,PAS,Barking and Dagenham,Contact ward officer,0.19,0.2
8097,12/31/2022,PAS,Barnet,Contact ward officer,0.2,0.2
8098,12/31/2022,PAS,Bexley,Contact ward officer,0.27,0.2
8099,12/31/2022,PAS,Brent,Contact ward officer,0.17,0.2
8100,12/31/2022,PAS,Bromley,Contact ward officer,0.21,0.2
8101,12/31/2022,PAS,Camden,Contact ward officer,0.18,0.2
8102,12/31/2022,PAS,Croydon,Contact ward officer,0.21,0.2
8103,12/31/2022,PAS,Ealing,Contact ward officer,0.23,0.2
8104,12/31/2022,PAS,Enfield,Contact ward officer,0.23,0.2
8105,12/31/2022,PAS,Greenwich,Contact ward officer,0.2,0.2
8106,12/31/2022,PAS,Hackney,Contact ward officer,0.21,0.2
8107,12/31/2022,PAS,Hammersmith and Fulham,Contact ward officer,0.22,0.2
8108,12/31/2022,PAS,Haringey,Contact ward officer,0.23,0.2
8109,12/31/2022,PAS,Harrow,Contact ward officer,0.25,0.2
8110,12/31/2022,PAS,Havering,Contact ward officer,0.23,0.2
8111,12/31/2022,PAS,Hillingdon,Contact ward officer,0.27,0.2
8112,12/31/2022,PAS,Hounslow,Contact ward officer,0.19,0.2
8113,12/31/2022,PAS,Islington,Contact ward officer,0.18,0.2
8114,12/31/2022,PAS,Kensington and Chelsea,Contact ward officer,0.2,0.2
8115,12/31/2022,PAS,Kingston upon Thames,Contact ward officer,0.28,0.2
8116,12/31/2022,PAS,Lambeth,Contact ward officer,0.16,0.2
8117,12/31/2022,PAS,Lewisham,Contact ward officer,0.18,0.2
8118,12/31/2022,PAS,Merton,Contact ward officer,0.25,0.2
8119,12/31/2022,PAS,Newham,Contact ward officer,0.16,0.2
8120,12/31/2022,PAS,Redbridge,Contact ward officer,0.24,0.2
8121,12/31/2022,PAS,Richmond upon Thames,Contact ward officer,0.2,0.2
8122,12/31/2022,PAS,Southwark,Contact ward officer,0.17,0.2
8123,12/31/2022,PAS,Sutton,Contact ward officer,0.19,0.2
8124,12/31/2022,PAS,Tower Hamlets,Contact ward officer,0.16,0.2
8125,12/31/2022,PAS,Waltham Forest,Contact ward officer,0.21,0.2
8126,12/31/2022,PAS,Wandsworth,Contact ward officer,0.15,0.2
8127,12/31/2022,PAS,City of Westminster,Contact ward officer,0.17,0.2
8128,12/31/2022,PAS,Barking and Dagenham,Informed local,0.36,0.31
8129,12/31/2022,PAS,Barnet,Informed local,0.29,0.31
8130,12/31/2022,PAS,Bexley,Informed local,0.36,0.31
8131,12/31/2022,PAS,Brent,Informed local,0.3,0.31
8132,12/31/2022,PAS,Bromley,Informed local,0.31,0.31
8133,12/31/2022,PAS,Camden,Informed local,0.28,0.31
8134,12/31/2022,PAS,Croydon,Informed local,0.27,0.31
8135,12/31/2022,PAS,Ealing,Informed local,0.28,0.31
8136,12/31/2022,PAS,Enfield,Informed local,0.32,0.31
